Phase,Site id,Municipality,Site name,Collection,Main number,Subnumber,p,i,z,Category,Type (Finnish),Preroman IA,Early Roman IA,Late Roman IA,Migration period,Merovingian period,Viking period,Crusade period,1100-1300,1400-1500,Settlement site,Cremation cemetery,Inhumation cemetery,Stray find,Cairn,Hoard,Other context,Certainty,Integrity,Length (mm),Width (mm),Thickness (mm),Fragment length (mm),Fragment width (mm),Fragment thickness (mm),Other notes (Finnish),PhotoID,X,Y,Type,Subtype,Subtype (Finnish),m1,m2,m3,n1,n2,n3,n4,p1,p2,r1,r2,Main temper (Finnish),Other tempers (Finnish),Count (1-10),Count (10-100),Count (>100),Subtype 2,Decoration,Wave motif,Grid motif,Cord impression,Decoration elements (Finnish),Wall thickness 1 (mm),Wall thickness 2 (mm),Rim thickness 1 (mm),Rim thickness 2 (mm),Crust,Subtype 2 (Finnish),Stone art (Finnish)
IA,680010002,Raisio,Huhkonkallio,KM,15106,1,6716598.0,3236023.0,20,Iron artefact,Keihäänkärki; Petersen E,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,1.0,False,,,,332.0,26.0,7.0,,KM 15106_1,"22,19451727","60,47340763",Iron spearhead,Petersen E type iron spearhead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,680010003,Raisio,Käärmekallio,KM,15107,1,6716986.0,3235627.0,20,Iron artefact,Keihäänkärki; Putkellinen,False,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False,1.0,True,283.0,35.0,25.0,,,,,KM 15107_1,"22,1868277","60,47661837",Iron spearhead,Socketed iron spearhead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,680010003,Raisio,Käärmekallio,KM,15107,1,6716986.0,3235627.0,20,Iron artefact,Keihäänkärki; Putkellinen,False,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False,1.0,True,283.0,35.0,25.0,,,,,KM 15107_1,"22,1868277","60,47661837",Iron spearhead,Socketed iron spearhead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,680010003,Raisio,Käärmekallio,KM,15107,2,6716986.0,3235627.0,20,Iron artefact,Keihäänkärki; Ruodollinen,False,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False,1.0,False,,,,150.0,32.0,,,KM 15107_2,"22,1868277","60,47661837",Iron spearhead,Tanged iron spearhead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,680010003,Raisio,Käärmekallio,KM,15107,2,6716986.0,3235627.0,20,Iron artefact,Keihäänkärki; Ruodollinen,False,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False,1.0,False,,,,150.0,32.0,,,KM 15107_2,"22,1868277","60,47661837",Iron spearhead,Tanged iron spearhead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,680010003,Raisio,Käärmekallio,KM,15107,3,6716986.0,3235627.0,20,Iron artefact,Miekka,False,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False,1.0,False,,,,255.0,44.0,,,KM 15107_3,"22,1868277","60,47661837",Iron sword,Iron sword,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,680010003,Raisio,Käärmekallio,KM,15107,3,6716986.0,3235627.0,20,Iron artefact,Miekka,False,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False,1.0,False,,,,255.0,44.0,,,KM 15107_3,"22,1868277","60,47661837",Iron sword,Iron sword,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,680010002,Raisio,Huhkonkallio,KM,15114,1,6716598.0,3236023.0,20,Iron artefact,Keihäänkärki,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,1.0,False,,,,122.0,22.0,20.0,Todennäköisesti katkelma E-tyypin kärjestä,KM 15114_1,"22,19451727","60,47340763",Iron spearhead,Iron spearhead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,680010002,Raisio,Huhkonkallio,KM,15114,1,6716598.0,3236023.0,20,Iron artefact,Keihäänkärki,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,1.0,False,,,,122.0,22.0,20.0,Todennäköisesti katkelma E-tyypin kärjestä,KM 15114_1,"22,19451727","60,47340763",Iron spearhead,Iron spearhead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,680010002,Raisio,Huhkonkallio,KM,15115,1,6716598.0,3236023.0,20,Iron artefact,Terän kärkikatkelma,False,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False,1.0,False,,,,132.0,40.0,4.0,"Mahdollisesti miekan kärkikatkelma, ruosteen ohentama",KM 15115_1,"22,19451727","60,47340763",Iron artefact,Iron blade fragment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,680010002,Raisio,Huhkonkallio,KM,15115,1,6716598.0,3236023.0,20,Iron artefact,Terän kärkikatkelma,False,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False,1.0,False,,,,132.0,40.0,4.0,"Mahdollisesti miekan kärkikatkelma, ruosteen ohentama",KM 15115_1,"22,19451727","60,47340763",Iron artefact,Iron blade fragment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,908010022,Valkeakoski,Uittamon Riihimäki,KM,15141,22,6788131.0,3340294.0,85,Iron artefact,Rautalevyn kappale,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,,False,,,,22.0,27.0,3.0,,KM 15141_22,"24,02867797","61,16936171",Iron artefact,Iron plate fragment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,908010022,Valkeakoski,Uittamon Riihimäki,KM,15141,22,6788131.0,3340294.0,85,Iron artefact,Rautalevyn kappale,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,,False,,,,22.0,27.0,3.0,,KM 15141_22,"24,02867797","61,16936171",Iron artefact,Iron plate fragment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,908010022,Valkeakoski,Uittamon Riihimäki,KM,15141,36,6788131.0,3340294.0,85,Iron artefact,Rautanaula,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1.0,False,,,,,,,2 katkelmallista naulaa,KM 15141_36,"24,02867797","61,16936171",Iron nail,Iron nail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,908010022,Valkeakoski,Uittamon Riihimäki,KM,15141,36,6788131.0,3340294.0,85,Iron artefact,Rautanaula,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1.0,False,,,,,,,2 katkelmallista naulaa,KM 15141_36,"24,02867797","61,16936171",Iron nail,Iron nail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,908010022,Valkeakoski,Uittamon Riihimäki,KM,15141,"294,296",6788131.0,3340294.0,85,Iron artefact,Veitsi,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1.0,False,,,,,,,"veitsiä, 91-98 mm pitkiä","KM 15141_294,296","24,02867797","61,16936171",Iron knife,Iron knife,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,908010022,Valkeakoski,Uittamon Riihimäki,KM,15141,"294,296",6788131.0,3340294.0,85,Iron artefact,Veitsi,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1.0,False,,,,,,,"veitsiä, 91-98 mm pitkiä","KM 15141_294,296","24,02867797","61,16936171",Iron knife,Iron knife,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,908010022,Valkeakoski,Uittamon Riihimäki,KM,15141,298,6788131.0,3340294.0,85,Iron artefact,Veitsi,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,1.0,True,216.0,20.0,5.0,,,,,KM 15141_298,"24,02867797","61,16936171",Iron knife,Iron knife,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,908010022,Valkeakoski,Uittamon Riihimäki,KM,15141,298,6788131.0,3340294.0,85,Iron artefact,Veitsi,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,1.0,True,216.0,20.0,5.0,,,,,KM 15141_298,"24,02867797","61,16936171",Iron knife,Iron knife,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,1000000171,Laitila,Kylämäki,KM,15142,1,6764470.0,3210650.0,15,Iron artefact,Miekka,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,1.0,False,,,,800.0,41.0,6.0,"Taiteltu, kolmessa osassa, pitkä ruoto (11 cm), kahva puuttu",KM 15142_1,"21,66457572","60,88381826",Iron sword,Iron sword,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,1000000171,Laitila,Kylämäki,KM,15142,1,6764470.0,3210650.0,15,Iron artefact,Miekka,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,1.0,False,,,,800.0,41.0,6.0,"Taiteltu, kolmessa osassa, pitkä ruoto (11 cm), kahva puuttu",KM 15142_1,"21,66457572","60,88381826",Iron sword,Iron sword,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,1000000171,Laitila,Kylämäki,KM,15142,2,6764470.0,3210650.0,15,Iron artefact,Keihäänkärki; Ango,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,1.0,False,,,,82.0,17.0,8.0,Kahdessa osassa,KM 15142_2,"21,66457572","60,88381826",Iron spearhead,Iron ango spearhead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,1000000171,Laitila,Kylämäki,KM,15142,2,6764470.0,3210650.0,15,Iron artefact,Keihäänkärki; Ango,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,1.0,False,,,,82.0,17.0,8.0,Kahdessa osassa,KM 15142_2,"21,66457572","60,88381826",Iron spearhead,Iron ango spearhead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,1000000171,Laitila,Kylämäki,KM,15142,3,6764470.0,3210650.0,15,Iron artefact,Keihäänkärki; Ango,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,1.0,True,23.0,26.0,,,,,,KM 15142_3,"21,66457572","60,88381826",Iron spearhead,Iron ango spearhead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,1000000171,Laitila,Kylämäki,KM,15142,3,6764470.0,3210650.0,15,Iron artefact,Keihäänkärki; Ango,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,1.0,True,23.0,26.0,,,,,,KM 15142_3,"21,66457572","60,88381826",Iron spearhead,Iron ango spearhead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,1000000171,Laitila,Kylämäki,KM,15142,4,6764470.0,3210650.0,15,Iron artefact,Koruneula; Paimensauvaneula,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,1.0,True,14.0,5.0,,,,,Silmukan kohta kierrettyä varrasta,KM 15142_4,"21,66457572","60,88381826",Pin,Shepherd's pin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,1000000171,Laitila,Kylämäki,KM,15142,4,6764470.0,3210650.0,15,Iron artefact,Koruneula; Paimensauvaneula,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,1.0,True,14.0,5.0,,,,,Silmukan kohta kierrettyä varrasta,KM 15142_4,"21,66457572","60,88381826",Pin,Shepherd's pin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,1000000171,Laitila,Kylämäki,KM,15142,5,6764470.0,3210650.0,15,Iron artefact,Koruneula; Paimensauvaneula,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,1.0,True,12.0,5.0,,,,,,KM 15142_5,"21,66457572","60,88381826",Pin,Shepherd's pin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,1000000171,Laitila,Kylämäki,KM,15142,5,6764470.0,3210650.0,15,Iron artefact,Koruneula; Paimensauvaneula,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,1.0,True,12.0,5.0,,,,,,KM 15142_5,"21,66457572","60,88381826",Pin,Shepherd's pin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,399010024,Laihia,Käyppälän Palomäki,KM,15150,1,6991607.0,3249282.0,"17,5",Iron artefact,Keihäänkärki; Ango,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,,True,302.0,20.0,15.0,,,,Toinen väkänen katkennut,KM 15150_1,"22,05520082","62,94114147",Iron spearhead,Iron ango spearhead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,399010024,Laihia,Käyppälän Palomäki,KM,15150,1,6991607.0,3249282.0,"17,5",Iron artefact,Keihäänkärki; Ango,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,,True,302.0,20.0,15.0,,,,Toinen väkänen katkennut,KM 15150_1,"22,05520082","62,94114147",Iron spearhead,Iron ango spearhead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,853010016,Turku,Kaerla Mulli,KM,15165,1,6716477.0,3240756.0,22,Iron artefact,Kilvenkupura,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,1.0,True,165.0,,95.0,,,,Linkitä! Hampaita alanrolla 8,KM 15165_1,"22,28043465","60,47539445",Iron part of a shield,Iron shield boss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,887010017,Urjala,Härmä,KM,15171,1,6777935.0,3314796.0,115,Iron artefact,Keihäänkärki; Petersen E ruodollinen variantti,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,2.0,True,270.0,24.0,19.0,,,,,KM 15171_1,"23,56566704","61,0668085",Iron spearhead,Petersen E type tanged variant iron spearhead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,887010017,Urjala,Härmä,KM,15171,1,6777935.0,3314796.0,115,Iron artefact,Keihäänkärki; Petersen E ruodollinen variantti,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,2.0,True,270.0,24.0,19.0,,,,,KM 15171_1,"23,56566704","61,0668085",Iron spearhead,Petersen E type tanged variant iron spearhead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,98010015,Hollola,Hälvälä,KM,15174,1,6765487.0,3416560.0,135,Iron artefact,Veitsi,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1.0,False,128.0,18.0,6.0,,,,,KM 15174_1,"25,45513763","60,9899083",Iron knife,Iron knife,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,98010015,Hollola,Hälvälä,KM,15174,1,6765487.0,3416560.0,135,Iron artefact,Veitsi,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1.0,False,128.0,18.0,6.0,,,,,KM 15174_1,"25,45513763","60,9899083",Iron knife,Iron knife,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,837010023,Tampere,Vilusenharju,KM,15175,1,6822432.0,3333690.0,120,Iron artefact,Miekka,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,1.0,True,,,,,,,,KM 15175_1,"23,87567295","61,47397425",Iron sword,Iron sword,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,864010003,Akaa,Kirkkomäki,KM,15181,1,6788116.0,3331681.0,91,Iron artefact,Keihäänkärki,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1.0,True,391.0,63.0,12.0,,,,,KM 15181_1,"23,86889173","61,16562272",Iron spearhead,Iron spearhead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,864010003,Akaa,Kirkkomäki,KM,15181,1,6788116.0,3331681.0,91,Iron artefact,Keihäänkärki,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1.0,True,391.0,63.0,12.0,,,,,KM 15181_1,"23,86889173","61,16562272",Iron spearhead,Iron spearhead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,864010003,Akaa,Kirkkomäki,KM,15181,2,6788116.0,3331681.0,91,Iron artefact,Miekka,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,2.0,False,,,,440.0,45.0,,"Säiläkirjoitus, Ulfberht-variantti",KM 15181_2,"23,86889173","61,16562272",Iron sword,Iron sword,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,864010003,Akaa,Kirkkomäki,KM,15181,2,6788116.0,3331681.0,91,Iron artefact,Miekka,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,2.0,False,,,,440.0,45.0,,"Säiläkirjoitus, Ulfberht-variantti",KM 15181_2,"23,86889173","61,16562272",Iron sword,Iron sword,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,864010003,Akaa,Kirkkomäki,KM,15181,3,6788116.0,3331681.0,91,Iron artefact,Viikate,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,1.0,True,410.0,38.0,9.0,,,,,KM 15181_3,"23,86889173","61,16562272",Iron scythe,Iron scythe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,864010003,Akaa,Kirkkomäki,KM,15181,3,6788116.0,3331681.0,91,Iron artefact,Viikate,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,1.0,True,410.0,38.0,9.0,,,,,KM 15181_3,"23,86889173","61,16562272",Iron scythe,Iron scythe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,908010001,Valkeakoski,Rapola,KM,15188,37,6792119.0,3341979.0,110,Iron artefact,Miekka,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,1.0,False,,,,290.0,40.0,,"eläinten hampaita, kuutiokiviä, savikiekon palanen",KM 15188_37,"24,05661078","61,20578617",Iron sword,Iron sword,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,908010001,Valkeakoski,Rapola,KM,15188,37,6792119.0,3341979.0,110,Iron artefact,Miekka,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,1.0,False,,,,290.0,40.0,,"eläinten hampaita, kuutiokiviä, savikiekon palanen",KM 15188_37,"24,05661078","61,20578617",Iron sword,Iron sword,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,853010031,Turku,Saramäki,KM,15189,124,6718584.0,3243430.0,25,Iron artefact,Keihäänkärki; Petersen G,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,1.0,True,342.0,,,,,,"savitiivistettä, liitupiipun kappaleita, eläinten ja ihmisen hampaita, savirenkaan katkelma (:82), tuohta, hopearahoja, nahkaa, kangasta, pääkalloa",KM 15189_124,"22,32617605","60,49595143",Iron spearhead,Petersen G type iron spearhead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,853010031,Turku,Saramäki,KM,15189,124,6718584.0,3243430.0,25,Iron artefact,Keihäänkärki; Petersen G,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,1.0,True,342.0,,,,,,"savitiivistettä, liitupiipun kappaleita, eläinten ja ihmisen hampaita, savirenkaan katkelma (:82), tuohta, hopearahoja, nahkaa, kangasta, pääkalloa",KM 15189_124,"22,32617605","60,49595143",Iron spearhead,Petersen G type iron spearhead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,853010031,Turku,Saramäki,KM,15189,142,6718584.0,3243430.0,25,Iron artefact,Keihäänkärki; Väkäsellinen,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,1.0,False,,,,236.0,14.0,6.0,"savitiivistettä, liitupiipun kappaleita, eläinten ja ihmisen hampaita, savirenkaan katkelma (:82), tuohta, hopearahoja, nahkaa, kangasta, pääkalloa",KM 15189_142,"22,32617605","60,49595143",Iron spearhead,Barbed iron spearhead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,853010031,Turku,Saramäki,KM,15189,142,6718584.0,3243430.0,25,Iron artefact,Keihäänkärki; Väkäsellinen,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,1.0,False,,,,236.0,14.0,6.0,"savitiivistettä, liitupiipun kappaleita, eläinten ja ihmisen hampaita, savirenkaan katkelma (:82), tuohta, hopearahoja, nahkaa, kangasta, pääkalloa",KM 15189_142,"22,32617605","60,49595143",Iron spearhead,Barbed iron spearhead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,109010019,Hämeenlinna,Riihimäki,KM,15196,53,6771047.0,3360848.0,89,Iron artefact,Miekka,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,2.0,True,100.0,25.0,19.0,,,,"hampaita, simpukan kuori",KM 15196_53,"24,42268487","61,02404309",Iron sword,Iron sword,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,109010019,Hämeenlinna,Riihimäki,KM,15196,53,6771047.0,3360848.0,89,Iron artefact,Miekka,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,2.0,True,100.0,25.0,19.0,,,,"hampaita, simpukan kuori",KM 15196_53,"24,42268487","61,02404309",Iron sword,Iron sword,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,853010016,Turku,Kaerla Mulli,KM,15208,67,6716477.0,3240756.0,22,Iron artefact,Sakset,False,False,False,False,False,True,True,True,False,True,False,False,False,False,False,False,1.0,False,,,,80.0,22.0,4.0,Huom. Hist. tai modernit sakset!,KM 15208_67,"22,28043465","60,47539445",Iron scissors,Iron scissors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,853010016,Turku,Kaerla Mulli,KM,15208,67,6716477.0,3240756.0,22,Iron artefact,Sakset,False,False,False,False,False,True,True,True,False,True,False,False,False,False,False,False,1.0,False,,,,80.0,22.0,4.0,Huom. Hist. tai modernit sakset!,KM 15208_67,"22,28043465","60,47539445",Iron scissors,Iron scissors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,853010016,Turku,Kaerla Mulli,KM,15208,160,6716477.0,3240756.0,22,Iron artefact,Rautaesine,False,False,False,False,False,True,True,True,False,True,False,False,False,False,False,False,1.0,False,125.0,97.0,,,,,,KM 15208_160,"22,28043465","60,47539445",Iron artefact,Iron artefact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,853010016,Turku,Kaerla Mulli,KM,15208,160,6716477.0,3240756.0,22,Iron artefact,Rautaesine,False,False,False,False,False,True,True,True,False,True,False,False,False,False,False,False,1.0,False,125.0,97.0,,,,,,KM 15208_160,"22,28043465","60,47539445",Iron artefact,Iron artefact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,908010031,Valkeakoski,Viidennumero,KM,15215,1,6789722.0,3341629.0,80,Iron artefact,Kirves,False,False,False,True,True,True,False,False,False,False,False,False,True,False,False,False,2.0,False,,,,91.0,34.0,14.0,Viidennumeron saarelta.,KM 15215_1,"24,05211823","61,18416238",Iron axe,Iron axe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,x646,Tuntematon,,KM,15232,4,,,,Iron artefact,Keihäänkärki; Petersen G,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1.0,True,412.0,,,,,,pronssinen olkapääkirves (:2),KM 15232_4,#NUM!,#NUM!,Iron spearhead,Petersen G type iron spearhead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,x646,Tuntematon,,KM,15232,4,,,,Iron artefact,Keihäänkärki; Petersen G,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1.0,True,412.0,,,,,,pronssinen olkapääkirves (:2),KM 15232_4,#NUM!,#NUM!,Iron spearhead,Petersen G type iron spearhead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,853010001,Turku,Koroistenniemi,KM,15285,1,6715449.0,3241114.0,,Iron artefact,Keihäänkärki; Petersen G,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,2.0,True,386.0,44.0,15.0,,,,,KM 15285_1,"22,28825806","60,46642923",Iron spearhead,Petersen G type iron spearhead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,853010033,Turku,Mutkan palsta,KM,15286,1,6719050.0,3243645.0,25,Iron artefact,Keihäänkärki,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1.0,True,300.0,31.0,,,,,Taivutettu mutkalle,KM 15286_1,"22,32947389","60,50025667",Iron spearhead,Iron spearhead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,853010033,Turku,Mutkan palsta,KM,15286,1,6719050.0,3243645.0,25,Iron artefact,Keihäänkärki,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1.0,True,300.0,31.0,,,,,Taivutettu mutkalle,KM 15286_1,"22,32947389","60,50025667",Iron spearhead,Iron spearhead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,586010018,Salo,Riihimäki,KM,15336,1,6689000.0,3286090.0,"22,5",Iron artefact,Keihäänkärki,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,1.0,True,345.0,36.0,8.0,,,,taivutettu,KM 15336_1,"23,13205886","60,25595408",Iron spearhead,Iron spearhead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,586010018,Salo,Riihimäki,KM,15336,1,6689000.0,3286090.0,"22,5",Iron artefact,Keihäänkärki,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,1.0,True,345.0,36.0,8.0,,,,taivutettu,KM 15336_1,"23,13205886","60,25595408",Iron spearhead,Iron spearhead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,1000000171,Laitila,Kylämäki,KM,15350,1,6764470.0,3210650.0,15,Iron artefact,Miekka,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,2.0,False,945.0,,,,,,"taivutettu, säiläkirjoitus<",KM 15350_1,"21,66457572","60,88381826",Iron sword,Iron sword,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
